id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,city
2384,Hyde Park - Walk to University of Chicago,2613,Rebecca,,Hyde Park,41.7879,-87.5878,Private room,125.0,3,250,2024-10-14,2.02,1,343,16,R17000015609,Chicago
7126,Tiny Studio Apartment 94 Walk Score,17928,Sarah,,West Town,41.90166,-87.68021,Entire home/apt,81.0,2,569,2025-02-09,2.98,1,275,53,R24000114046,Chicago
10945,The Biddle House (#1),33004,At Home Inn,,Lincoln Park,41.91196,-87.63981,Entire home/apt,187.0,4,117,2025-01-02,0.88,6,260,34,2209984,Chicago
28749,Quirky Bucktown Loft w/ Parking No Parties,27506,Lauri,,Logan Square,41.91955,-87.70069,Entire home/apt,196.0,2,244,2025-03-09,1.4,1,55,47,R24000113825,Chicago
71930,"Rest, Relax and Explore",334241,Michael And Veronica,,West Town,41.89615,-87.67934,Private room,76.0,3,129,2024-11-26,0.77,1,0,19,R23000108832,Chicago
94450,Comfy Garden Suite in Andersonville,504470,Mark,,Edgewater,41.9796,-87.66512,Entire home/apt,109.0,3,32,2024-10-14,0.99,1,184,10,R22000082956,Chicago
145659,Trendy Roscoe Village 3BR/2BR walk to shops,683529,Joe,,North Center,41.94342,-87.68121,Entire home/apt,230.0,32,77,2024-05-05,0.67,23,359,1,2209272,Chicago
145690,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,683529,Joe,,Lincoln Park,41.91289,-87.63864,Entire home/apt,240.0,32,87,2024-12-02,0.73,23,356,1,2083778,Chicago
189821,"Best in Chicago, private, amazing garden space",899757,Meighan,,Logan Square,41.92918,-87.70219,Entire home/apt,208.0,3,688,2025-02-17,4.19,1,196,42,R23000108826,Chicago
207218,Historic Pullman Artist Flat - Monthly Rental,1019125,Jb,,Pullman,41.68843,-87.60712,Entire home/apt,167.0,32,320,2025-02-01,1.94,3,364,2,R21000073121,Chicago
207351,Pullman Art Studio - One Person - Monthly Rental,1019125,Jb,,Pullman,41.68954,-87.60786,Entire home/apt,73.0,32,48,2024-08-25,0.29,3,0,2,R21000073121,Chicago
220333,Pullman School House Apartment - monthly rental,1019125,Jb,,Pullman,41.68912,-87.60725,Entire home/apt,167.0,32,6,2024-07-03,0.04,3,365,2,,Chicago
225314,Cozy & comfy with AC close to California Blue Line,1173654,Jillian,,Logan Square,41.92589,-87.69737,Private room,86.0,2,30,2024-08-03,0.2,1,159,4,R20000054219,Chicago
233933,Lovely Bedroom 3 in a New Renovated Apartment,1224828,Tippi,,Irving Park,41.95758,-87.7271,Private room,57.0,2,201,2024-12-29,1.23,2,79,33,R22000094076,Chicago
264547,Steps From the Best Chicago Offers,1387948,Dominic,,Near West Side,41.88413,-87.64315,Entire home/apt,272.0,32,63,2021-10-17,0.4,1,362,0,City registration pending,Chicago
289689,"28 Day+ Med student, interns & interim stays.",1376077,Killian,,Edgewater,41.97806,-87.65676,Private room,39.0,32,71,2024-12-04,0.44,1,203,3,R21000062931,Chicago
345075,"Spacious, Vintage Hyde Park Apt.3",1746524,Patricia,,Kenwood,41.80774,-87.59459,Private room,115.0,2,295,2024-10-27,1.87,1,2,12,R22000076583,Chicago
350347,2bd/2bath Urban Loft w/ 2 pkg spots 1 blk to train,845242,Jay,,Lake View,41.94107,-87.65492,Entire home/apt,181.0,3,786,2025-03-02,4.95,1,214,53,R22000081479,Chicago
372929,Lux Urban 3BR/3BA Duplex + Parking!,1876597,Hans,,West Town,41.89629,-87.65704,Entire home/apt,284.0,2,311,2025-01-26,2.07,2,309,22,2510875,Chicago
404792,Eclectic West Town 2BR w/ Vintage Charm,1844352,Christine,,West Town,41.88947,-87.66933,Entire home/apt,130.0,21,225,2024-11-03,1.46,1,25,7,R23000098892,Chicago
464581,"Large, Private Logan Square Studio",2308792,Jonathan,,Logan Square,41.92518,-87.69549,Entire home/apt,67.0,32,649,2025-01-29,4.25,1,92,4,R17000017731,Chicago
507517,Private Lincoln Square Garden Apt,2501182,Nate,,Lincoln Square,41.96678,-87.6973,Entire home/apt,112.0,2,432,2025-02-17,2.8,1,118,32,R23000111667,Chicago
542067,Logan Square Modern Vintage Garden,2273840,Sarah,,Logan Square,41.93142,-87.69989,Entire home/apt,145.0,3,305,2024-08-18,1.97,1,0,2,R24000119110,Chicago
584590,"Spacious Bedroom, steps to El train",2880338,Elizabeth,,Lincoln Square,41.96528,-87.6831,Private room,37.0,32,56,2025-01-11,0.37,2,90,4,R17000015627,Chicago
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,,Edgewater,41.99688,-87.66449,Private room,64.0,3,142,2024-11-02,0.93,2,332,22,R22000091618,Chicago
640841,Designer Lakeview Haven. Private Rooftop Oasis!,3200044,James,,Lake View,41.94256,-87.67171,Entire home/apt,238.0,4,101,2024-12-30,1.23,1,0,10,R23000104039,Chicago
651742,Edgebrook Lg bdr by golf course,2824576,Jeff,,Forest Glen,41.99178,-87.75747,Private room,82.0,2,119,2024-10-16,0.81,2,2,16,R24000114190,Chicago
662034,Edgebrook bdr by golf course,2824576,Jeff,,Forest Glen,41.99405,-87.75746,Private room,73.0,2,99,2024-10-14,0.7,2,359,8,R23000095494,Chicago
681842,Bedrm/Bath - Swanky Northside Condo,3472696,Roxane,,West Ridge,41.99373,-87.68279,Private room,61.0,32,32,2024-12-11,0.22,2,203,4,R21000061018,Chicago
697634,"2 BD Condo by downtown,park,lake",3574415,Marvin Stanley,,Near North Side,41.90437,-87.6335,Entire home/apt,105.0,32,160,2024-05-26,1.12,2,195,1,City registration pending,Chicago
726376,"Spacious Studio, Amazing Location!",2658212,James,,Lake View,41.93903,-87.65196,Entire home/apt,122.0,2,874,2025-02-23,5.8,3,19,71,R22000080211,Chicago
739495,Lovely 2 bedroom in Lincoln Square,3867687,Janet,,Lincoln Square,41.9765,-87.68144,Entire home/apt,180.0,7,218,2024-12-03,1.54,1,220,3,R24000116754,Chicago
755701,3 Bedroom Victorian Beauty at Logan Square,3920450,Vasileios,,Logan Square,41.93115,-87.71836,Entire home/apt,68.0,32,31,2024-12-04,0.22,4,192,4,City registration pending,Chicago
863120,Cozy Private Room in a unique Chicago Penthouse,4525503,Nejla And Enki,,Lincoln Park,41.92218,-87.66079,Private room,91.0,2,160,2025-02-09,1.13,1,0,8,R21000072699,Chicago
931105,Modern Guest Bedroom Room in Designers House,5015135,Samantha,,East Garfield Park,41.88538,-87.69801,Private room,172.0,32,22,2018-11-02,0.15,1,362,0,R17000015264,Chicago
960326,The Penthouse Gallery at OHC - No Cleaning Fee!,5228189,Matthew,,West Town,41.89602,-87.65659,Entire home/apt,232.0,2,473,2025-02-23,3.3,18,336,47,2457501,Chicago
966137,"!!BIG PRIVATE HOUSE!!close2bus,Great reviews!!",5016495,Erika,,Near West Side,41.86801,-87.67877,Entire home/apt,137.0,32,41,2023-09-01,0.28,1,57,0,city registration pending,Chicago
979841,"Huge Victorian near Loyola, Lake #1",5076708,Lois And Eduardo,,Rogers Park,42.00588,-87.66853,Private room,74.0,2,341,2024-12-12,2.35,4,342,28,R17000015436,Chicago
979926,"Huge Victorian near Loyola, Lake #2",5076708,Lois And Eduardo,,Rogers Park,42.00477,-87.66842,Private room,73.0,2,379,2025-02-09,2.63,4,314,34,R17000015436,Chicago
979942,"Huge Victorian near Loyola, Lake #3",5076708,Lois And Eduardo,,Rogers Park,42.00378,-87.66807,Private room,73.0,2,341,2024-12-20,2.35,4,347,30,R17000015436,Chicago
983640,Huge Victorian near Loyola 2bd Apt,5076708,Lois And Eduardo,,Rogers Park,42.00456,-87.67058,Entire home/apt,179.0,2,292,2024-12-31,2.04,4,315,30,R17000015436,Chicago
1020810,Beautiful Condo in Chicago,3843347,Andrea,,Near North Side,41.89395,-87.62593,Entire home/apt,95.0,32,42,2024-12-20,0.29,3,1,4,City registration pending,Chicago
1027463,Chicago Women's Residence Florence Comfy Rm,5654677,Urban Art,,North Lawndale,41.8544,-87.70852,Private room,45.0,32,11,2021-09-05,0.1,3,68,0,R22000076746,Chicago
1027741,Chicago Women's Residence Midler Rm,5654677,Urban Art,,North Lawndale,41.85454,-87.70802,Private room,45.0,32,5,2019-10-13,0.06,3,106,0,R22000076746,Chicago
1083987,MODERN LOFT Downtown by McCormick w/KING BED WiFi,3965428,Paul,,Near South Side,41.85395,-87.62468,Entire home/apt,135.0,32,17,2024-12-07,0.12,24,210,1,City registration pending,Chicago
1171860,"Lincoln Park Studio, Great Value!",2658212,James,,Lincoln Park,41.92655,-87.64226,Entire home/apt,83.0,2,741,2024-12-30,5.21,3,32,45,R22000081599,Chicago
1185749,3 Bedroom Vintage Hideaway In Little Italy/uic,1664593,Matt And Christy,,Near West Side,41.87033,-87.6826,Entire home/apt,174.0,3,377,2025-02-24,2.63,1,0,13,R23000099312,Chicago
1195259,Wicker Park - Garden At The Heart of It All,2899484,Jason,,West Town,41.90914,-87.67859,Entire home/apt,161.0,5,216,2025-01-02,1.51,2,261,4,2446767,Chicago
1242709,Beautiful/Large SE Evanston Apt,1254363,Mark,,Rogers Park,42.01938,-87.67985,Entire home/apt,122.0,7,17,2024-09-30,0.14,1,364,1,,Chicago
1304049,Private room near UIC Medical Dist.,7089017,Sharon,,Near West Side,41.86967,-87.68284,Private room,45.0,32,125,2024-08-11,0.89,1,252,2,R25000125699,Chicago
1321332,Lincoln Park Single Family Home,946954,Jeff,,Lincoln Park,41.93089,-87.66946,Entire home/apt,447.0,2,116,2024-09-22,0.84,1,282,3,2262746,Chicago
1356190,Logan Square Vintage Deluxe Private Suite & Bath,3069675,Gabrielle,,Logan Square,41.91984,-87.68962,Private room,92.0,3,476,2025-03-10,3.4,1,250,47,R23000111151,Chicago
1392594,"Bright open house, garden & deck",7528098,Eileen,,Uptown,41.96909,-87.67407,Entire home/apt,200.0,3,32,2024-08-07,0.23,1,179,2,R22000079042,Chicago
1461451,02b. Twin bed in Coed Space,2907254,Joseph,,West Ridge,42.01653,-87.68788,Shared room,18.0,1,209,2025-01-05,1.48,13,0,19,R21000075752,Chicago
1502674,The Biddle House (#2),33004,At Home Inn,,Lincoln Park,41.91175,-87.63834,Entire home/apt,120.0,4,143,2025-02-04,1.02,6,266,26,2209985,Chicago
1502700,The Biddle House,33004,At Home Inn,,Lincoln Park,41.91184,-87.63963,Entire home/apt,431.0,32,16,2019-09-02,0.12,6,0,0,"2120298, 2120297",Chicago
1554433,Charming Home in Chicago,6088938,Eric,,Beverly,41.71554,-87.67197,Private room,44.0,32,200,2024-08-06,1.43,2,364,1,R17000013891,Chicago
1573401,Spacious & serene in hip spot. Sleeps 4.,8186262,April,,Lower West Side,41.85592,-87.66249,Private room,54.0,2,430,2024-12-27,4.93,2,0,52,R21000069179,Chicago
1584422,Magic Factory Loft 2West,2810938,Carole,,Near North Side,41.90532,-87.64761,Entire home/apt,374.0,3,52,2024-10-14,0.37,3,305,6,2555923,Chicago
1591370,Cozy Northside Apt near Trans&Beach&Free St Prking,8489460,Holly + Mark,,Rogers Park,42.01177,-87.67758,Entire home/apt,123.0,2,209,2024-12-13,1.49,1,215,19,R22000090320,Chicago
1614802,"Contemporary, private suite w fireplace",8595700,Carin,,Lake View,41.93455,-87.66141,Entire home/apt,68.0,4,395,2025-03-02,2.97,1,2,41,R23000105186,Chicago
1620098,Bedroom + apartment in Lincoln Park,8619275,Leszek,,Lincoln Park,41.92817,-87.64282,Entire home/apt,140.0,1,82,2024-10-27,0.59,1,87,14,R24000123657,Chicago
1663673,iKlektik House Chicago / Cardinal,8813383,Mindy + Tony,,West Town,41.89322,-87.68572,Entire home/apt,97.0,2,434,2025-02-24,3.2,3,2,35,R22000090635,Chicago
1759266,Lakeview / Lincoln Park Vintage,9249272,Mark,,Lake View,41.93396,-87.65897,Entire home/apt,121.0,2,90,2025-03-02,0.69,1,225,10,2209110,Chicago
1769731,1 Bedroom Across from Wrigley Field MVP Suite,9297431,Inn At Wrigleyville,,Lake View,41.94747,-87.65417,Entire home/apt,222.0,1,31,2024-12-08,0.69,6,0,9,2446867,Chicago
1772920,3 Bedroom Across from Wrigley Field AllStar Suite,9297431,Inn At Wrigleyville,,Lake View,41.94842,-87.65307,Entire home/apt,450.0,1,21,2025-01-19,0.15,6,165,7,2446868,Chicago
1773021,4 Bedroom Across from Wrigley Field Stadium Suite,9297431,Inn At Wrigleyville,,Lake View,41.94774,-87.65421,Entire home/apt,593.0,1,52,2025-01-01,1.09,6,151,18,2446868,Chicago
1773025,4 Bedroom Across from Wrigley Field Legend Suite,9297431,Inn At Wrigleyville,,Lake View,41.9475,-87.6542,Entire home/apt,636.0,1,37,2024-12-29,0.78,6,165,12,2446867,Chicago
1810118,LARGE 1BR/Private Full Bath near U of Chicago,9483312,Ryan,,Woodlawn,41.77738,-87.60041,Private room,70.0,4,373,2024-10-14,2.77,2,102,8,R17000015592,Chicago
1854000,Elegant Lakefront Near Wrigley Field Lake Michigan,9471604,James,,Lincoln Park,41.93264,-87.64311,Entire home/apt,435.0,32,155,2022-08-09,1.14,1,365,0,R93749978238,Chicago
1869568,"Homey, cozy and comfortable!",1971382,Esmirna,,North Lawndale,41.85638259958464,-87.71415361216066,Private room,59.0,1,3,2024-11-19,0.22,4,328,2,R23000111400,Chicago
1921670,The Avondale Garden Unit,9959757,Jedidiah,,Irving Park,41.94663,-87.70783,Entire home/apt,127.0,2,352,2025-02-16,2.87,9,319,34,R18000036958,Chicago
1931880,Charming Mid-Century Designed Apt in E Lakeview,4995578,George,,Lake View,41.93564,-87.6424,Entire home/apt,183.0,32,1,2022-09-05,0.03,1,90,0,,Chicago
1939467,"Rm 1, Quiet&Cozy in Old Irving - NonSmokers, only",8292749,Ilya,,Irving Park,41.95998186072804,-87.73006782293396,Private room,58.0,32,5,2024-08-31,0.24,2,58,2,,Chicago
1984545,Soulful Living 3B-3B Home Hyde Park/Bronzeville,4010906,Bobbie,,Grand Boulevard,41.81961,-87.61324,Entire home/apt,251.0,32,4,2017-06-06,0.03,6,365,0,2255946,Chicago
2011301,Bucktown - Great Northside Location,5166793,Bradley,,Logan Square,41.92118,-87.68678,Private room,75.0,2,302,2025-02-01,2.2,2,0,20,R22000077881,Chicago
2062638,Downtown Urban Oasis 3BR + Huge Deck & Parking!,1876597,Hans,,West Town,41.89821,-87.6572,Entire home/apt,206.0,2,227,2024-11-18,1.66,2,353,16,2510880,Chicago
2103986,Mid-Century Townhouse in Lakeview,1838943,Sunnie/Randolph,,Lake View,41.93338,-87.63913,Private room,86.0,1,172,2024-12-22,1.31,1,1,14,R22000091334,Chicago
2139407,Urban Farm Fun!  Walk to Metra/CTA,10917550,Nicky,,Humboldt Park,41.88849,-87.70648,Entire home/apt,81.0,2,613,2024-11-04,4.51,5,305,40,R25000126755,Chicago
2298310,"Hyde Park / Kenwood, U of Chicago. Free bike.",1385332,Pattaraporn,,Kenwood,41.80239,-87.60244,Private room,67.0,3,64,2024-12-07,0.48,18,1,7,R21000072908,Chicago
2396340,The Woodsman's Gallery at OHC - No Cleaning Fee!,5228189,Matthew,,West Town,41.89634,-87.65608,Entire home/apt,210.0,2,542,2025-02-26,4.05,18,1,46,2385048,Chicago
2437230,City Hideaway,7000138,Brock & Kim,,North Center,41.94272,-87.68409,Entire home/apt,162.0,2,107,2024-12-01,0.82,1,137,9,R24000114939,Chicago
2479175,Cozy Garden-Subterranean Apartment,12681444,Jenny,,Lincoln Square,41.96316,-87.69208,Entire home/apt,78.0,2,289,2024-12-14,2.18,1,35,23,R17000017830,Chicago
2499596,Vintage Apartment in the Heart of the Ukrainian Village,2768314,Jason,,West Town,41.90006,-87.68096,Entire home/apt,134.0,10,192,2025-02-22,1.43,3,66,12,R23000108359,Chicago
2515629,"Cozy, Quiet, Private bathroom in private room",12877384,Tanya,,East Garfield Park,41.88152,-87.69768,Private room,35.0,7,186,2025-03-07,1.44,2,137,14,R21000073422,Chicago
2519442,"Warm Cozy Suite, Private Bath, Free Street Parking",7858620,Cynthia,,Washington Park,41.79606,-87.62382,Private room,80.0,2,128,2024-12-28,0.97,1,361,17,R17000013595,Chicago
2543231,Private room near Downtown,2850286,Amado,,Lower West Side,41.85669,-87.65132,Private room,59.0,32,245,2022-09-01,1.84,1,179,0,City registration pending,Chicago
2564678,Even Cowgirls Get The Blues Rm.,5654677,Urban Art,,South Lawndale,41.85295,-87.70686,Private room,45.0,32,6,2021-09-13,0.05,3,161,0,R22000076746,Chicago
2748293,"Entire Modern 1 BR Condo, Long Term Rental Only",2539247,Huiri,,Near South Side,41.86307,-87.62371,Entire home/apt,75.0,179,3,2015-05-19,0.02,2,1,0,City registration pending,Chicago
2824585,#54-Home away from home- Safe place,13389580,Ed,,Dunning,41.9443,-87.79831,Private room,43.0,32,30,2024-08-01,0.23,2,365,1,R17000013486,Chicago
2844042,iKlektik House Chicago / BlueJay,8813383,Mindy + Tony,,West Town,41.89288,-87.68458,Entire home/apt,113.0,2,184,2025-03-06,1.39,3,1,19,R23000110018,Chicago
2874486,Gorgeous Penthouse with Stunning Views from Private Rooftop,14692157,Ross,,West Town,41.90026,-87.66871,Entire home/apt,189.0,2,277,2024-12-09,2.69,1,214,32,R21000071753,Chicago
2907500,The Red Room,11231030,Erik,,West Lawn,41.78225,-87.72806,Private room,44.0,1,382,2025-02-25,2.96,2,328,33,R17000014945,Chicago
3031898,Art Collector's Pied-a'-terre,15442332,Karen Sophie,,South Shore,41.77206,-87.56982,Entire home/apt,105.0,32,246,2025-02-07,1.87,1,254,1,City registration pending,Chicago
3053081,Relaxed Bucktown/Wicker Park 1B Apt,1368870,Paul,,Logan Square,41.91571,-87.67449,Entire home/apt,87.0,2,524,2025-03-12,3.98,1,0,51,R22000090195,Chicago
3068787,Lincoln Square Modern 2 Bed 2 Bath,7780304,Mark And Collette,,North Center,41.96136,-87.6784,Entire home/apt,191.0,3,195,2025-01-06,1.68,1,270,38,R22000080115,Chicago
3083343,Splendid 2 Bedroom Flat +In-Unit Laundry & Porch,209564,Amitabh,,Logan Square,41.91533279418945,-87.67047882080078,Entire home/apt,169.0,2,153,2025-01-09,1.21,6,69,20,R18000036344,Chicago
3088192,2nd floor of 1908 brick two-flat in Logan Square,15710890,Paul & Sarah,,Logan Square,41.93105,-87.71177,Entire home/apt,154.0,1,504,2025-03-02,3.86,1,87,46,R24000116829,Chicago
3105733,King Bed in Private room in 3 BR,12416635,David,,Near West Side,41.86968,-87.68582,Private room,113.0,4,24,2020-03-30,0.18,1,102,0,R23000108430,Chicago
3172794,LOFT606:  Gigantic Sunlit Former Factory Home,16090300,John,,Logan Square,41.91634,-87.69335,Entire home/apt,868.0,1,89,2024-12-29,0.69,9,340,7,R24000121153,Chicago
3267902,Ravenswood Guest House Annex,2676165,Richard,,Edgewater,41.98908,-87.66697,Entire home/apt,98.0,1,419,2025-02-16,3.2,1,225,44,R23000104940,Chicago
3292054,The Roscoe House near Wrigley Field,5960265,Courtney And Garrett,,Lake View,41.94278,-87.65621,Entire home/apt,228.0,4,323,2025-03-11,2.49,2,300,67,R23000105796,Chicago
3308694,"""The Annex II"" Huge 1,600 Sq foot Apartment",16707041,Matthew,,Near West Side,41.88711,-87.6438,Entire home/apt,356.0,2,136,2024-11-18,1.32,2,260,20,R21000072734,Chicago
3329088,East Garfield Park 2 Bedroom,16807770,William,,East Garfield Park,41.88367,-87.70864,Entire home/apt,140.0,3,160,2024-11-30,1.23,1,334,26,R23000105070,Chicago
3373118,"2-BR, 2-BA Luxury Condo Humboldt Park",3533788,Janet,,West Town,41.90975,-87.69636,Entire home/apt,130.0,14,0,,,1,363,0,R25000126594,Chicago
3385966,Welcome to your 2BD Penthouse,9995028,Chad,,Lake View,41.93594,-87.66953,Entire home/apt,175.0,32,190,2023-11-11,1.58,1,328,0,C17000006773,Chicago
3394750,Park Side Apt. Walk to Orange Line!,8781008,Jenn,,Mckinley Park,41.8251,-87.6739,Entire home/apt,77.0,1,110,2025-02-17,1.23,2,149,1,R24000122754,Chicago
3434136,Beautiful West Lakeview location,17217012,Janet,,Lake View,41.94159,-87.65099,Private room,86.0,32,177,2023-10-15,1.37,1,362,0,R17000013279,Chicago
3445991,"#55-Clean,Great area. free parking, 24h check in.",13389580,Ed,,Dunning,41.94418,-87.79895,Private room,35.0,32,7,2025-01-12,0.05,2,69,1,City registration pending,Chicago
3517984,Private room w/bath in urban canopy,11294056,Amanda,,Hyde Park,41.79963,-87.59186,Private room,65.0,1,487,2025-03-03,3.78,1,26,57,R17000015187,Chicago
3570616,1 Bedroom Victorian Beauty at Logan Square!,3920450,Vasileios,,Logan Square,41.93047,-87.7196,Entire home/apt,71.0,32,160,2024-10-01,1.24,4,271,2,,Chicago
3590692,"Modern, Super-CLEAN, Garden Level  Bedroom 3",12955486,Luke & Ligia,,Edgewater,41.99103,-87.66166,Private room,46.0,20,48,2024-10-09,0.37,3,148,2,R18000034100,Chicago
3638744,Chicago Suite 1BR/1BA (3709-G2),837429,Petru,,Irving Park,41.95965,-87.72016,Entire home/apt,91.0,14,48,2024-11-15,0.38,1,227,2,R22000091033,Chicago
3639045,Modern suite in Victorian Garden setting.,8607123,Grainne,,West Ridge,41.99595,-87.67545,Entire home/apt,59.0,32,6,2024-07-20,0.08,1,221,1,R17000015507,Chicago
3696178,Beautiful condo close to the beach,18742622,Barbara,,Rogers Park,42.0222,-87.67226,Private room,46.0,3,82,2024-12-12,0.68,2,312,9,R23000109108,Chicago
3742513,03a. Queen sized in coed room,2907254,Joseph,,West Ridge,42.0168,-87.68771,Shared room,18.0,1,170,2024-10-21,1.32,13,343,10,R21000075752,Chicago
3783533,"""Home Away from Home"" - Free Street Parking!",19416379,Glenda,,Humboldt Park,41.898048,-87.702972,Entire home/apt,114.0,28,365,2025-03-01,2.86,1,180,2,R17000018703,Chicago
3792844,Luxury One Bedroom One-Private bathroom on beach,19471032,Alberto,,Loop,41.877,-87.63055,Private room,60.0,32,12,2024-12-12,0.27,1,228,2,R21000074087,Chicago
3809530,Best location in Chicago! Superhost,19578992,Laura,,West Town,41.90173,-87.67359,Entire home/apt,257.0,32,103,2023-10-09,0.8,3,364,0,R17000015699,Chicago
3811926,The Blue Room,11231030,Erik,,West Lawn,41.78392,-87.72921,Private room,37.0,1,528,2024-10-28,4.09,2,302,25,R17000014945,Chicago
3897045,Chic and modern - Best location in Chicago,3843347,Andrea,,Near North Side,41.89637,-87.62726,Entire home/apt,162.0,32,38,2024-08-04,0.3,3,187,1,City registration pending,Chicago
3924599,Unique and Chic 1,4010906,Bobbie,,Grand Boulevard,41.8198,-87.61423,Private room,130.0,5,8,2022-09-16,0.06,6,1,0,R22000081167,Chicago
3953322,Spacious Luxury Townhouse - Old Town,20490917,Robert,,Lincoln Park,41.91374,-87.64014,Entire home/apt,150.0,2,231,2025-03-10,2.09,2,305,42,R22000092254,Chicago
3962072,SPACIOUS and VERY BRIGHT 2BDR LOFT near DOWNTOWN,20528154,Gabriela,,Near West Side,41.88503,-87.68664,Entire home/apt,106.0,3,140,2024-11-05,1.09,1,337,13,R22000092133,Chicago
3979320,2 Room Apartment in Vintage Bldg,20624213,Karen,,Uptown,41.95652,-87.64982,Entire home/apt,103.0,3,33,2025-02-10,3.4,2,243,33,R24000116741,Chicago
3979385,Private 3rd Floor Apartment,20624213,Karen,,Uptown,41.95669,-87.64847,Entire home/apt,162.0,3,362,2025-01-02,2.82,2,222,31,R19000047696,Chicago
4083903,"Beautiful, Spacious Historic Greystone Unit.",21178487,Fatimah,,Grand Boulevard,41.80392,-87.6108,Entire home/apt,171.0,32,3,2020-03-01,0.05,1,89,0,R21000075485,Chicago
4096995,Spacious Private Room w/ king bed,2880338,Elizabeth,,Uptown,41.96264,-87.67296,Private room,46.0,32,36,2024-12-21,0.29,2,89,5,R17000015627,Chicago
4150121,Stunning Chicago Loft Near Wrigley Field,2441500,Lisa,,Lake View,41.94987,-87.64611,Entire home/apt,127.0,2,521,2025-01-11,4.11,1,124,37,R23000103593,Chicago
4156913,Near Lake Michigan & Wrigley Field,6874747,Brian,,Uptown,41.96705,-87.65772,Entire home/apt,197.0,2,261,2025-03-13,2.19,1,115,70,R22000081484,Chicago
4214683,"Mid City, Vintage, Close to O'Hare Pvt Room",21872907,Tamiz,,Irving Park,41.95107,-87.71005,Private room,70.0,3,177,2025-02-17,1.4,1,241,22,R22000091106,Chicago
4243905,Historic house in hip Logan Square,22022871,Jill,,Logan Square,41.9254,-87.69753,Entire home/apt,250.0,32,53,2023-11-07,0.45,1,365,0,R23000095686,Chicago
4257285,The Stained Glass Apt. Edgewater #2,2915265,Felice,,Edgewater,41.99632,-87.66385,Private room,60.0,3,98,2024-12-01,0.77,2,334,27,R22000091618,Chicago
4264117,Cozy Chicago Stay in Heart of Lincoln Square,1368349,Nancy,,Lincoln Square,41.96745,-87.68424,Entire home/apt,76.0,1,19,2021-11-22,0.17,1,45,0,R24000121458,Chicago
4278818,Unique and Chic 2,4010906,Bobbie,,Grand Boulevard,41.81873,-87.61387,Entire home/apt,109.0,5,22,2024-10-17,0.19,6,1,1,R22000081167,Chicago
4335812,Garden Suite,4010906,Bobbie,,Grand Boulevard,41.81793,-87.61291,Private room,114.0,5,13,2024-09-04,0.11,6,365,1,R23000106145,Chicago
4365466,01a. Full bed in Shared Space - Female Guests Only,2907254,Joseph,,West Ridge,42.01653,-87.68788,Shared room,18.0,1,121,2024-12-03,0.96,13,0,8,R21000075752,Chicago
4370895,Sun-drenched Vintage Flat with a Lake view,10691960,Kayla,,Near North Side,41.90487,-87.62747,Entire home/apt,271.0,32,96,2022-06-06,0.77,1,178,0,City registration pending,Chicago
4394093,Private bed/bath in beautiful home,22810362,Anne,,Lake View,41.95518,-87.66999,Private room,85.0,3,36,2023-08-19,0.3,1,77,0,R20000058491,Chicago
4417718,"Cozy, Bright Basement Guest Suite",1096941,Angela,,Irving Park,41.96114,-87.70514,Private room,75.0,25,27,2024-12-14,0.22,1,0,2,R18000036419,Chicago
4457161,"Comfy 3BD/1BA, garage spot included",23128169,Jeanne,,North Center,41.95931,-87.67795,Entire home/apt,204.0,2,102,2025-02-16,0.81,1,122,12,R17000018685,Chicago
4567558,2 Bedrooms are perfect for groups up to 3 guests,2169532,Adam,,Irving Park,41.95501,-87.73814,Private room,107.0,32,131,2022-10-11,1.06,1,89,0,R21000061825,Chicago
4592031,UPTOWN ROW HOUSE-SPACIOUS PRIVATE SHARED ROOM(S),23803571,Tomasso,,Uptown,41.96574,-87.65747,Private room,90.0,1,150,2024-11-05,1.52,1,0,13,R21000074243,Chicago
4598631,7 Beds 2 floor Apt : NO Parties,1649647,Bianca,,West Town,41.9116,-87.66693,Entire home/apt,189.0,32,307,2023-04-01,2.45,5,70,0,c,Chicago
4662201,"Great location, large space",24124115,Syed,,West Town,41.900188,-87.661751,Entire home/apt,115.0,32,28,2022-10-15,0.22,1,0,0,R21000072502,Chicago
4730797,Home in Vibrant Logan Square,2892101,Justine,,Logan Square,41.92125,-87.70158,Private room,68.0,4,134,2024-08-22,1.1,2,102,10,R22000090201,Chicago
4731523,A Cozy Room for Two in Vibrant Logan Square,2892101,Justine,,Logan Square,41.92286,-87.70154,Private room,53.0,4,98,2025-02-17,0.79,2,116,16,R22000090201,Chicago
4786970,Large room in Art Gallery ((:,24676863,William,,West Town,41.90992,-87.67521,Private room,93.0,32,69,2023-11-10,0.57,2,1,0,R19000051167,Chicago
4793938,"2BD/2BA w/ gourmet kitchen, private balcony & more",24705990,Rick,,Uptown,41.97106,-87.66777,Hotel room,251.0,3,91,2024-08-04,0.74,9,151,1,2328618,Chicago
